date,loan.total,loan.kospi,loan.kosdaq,lend.total,lend.kospi,lend.kosdaq,lottery,equity.backed.loan
2012-03-02,5102224,3322068,1780156,46662,35297,11365,0,6759580
2012-02-29,5086991,3307324,1779667,46487,35251,11236,0,6967177
2012-02-28,5088709,3303647,1785062,45558,34366,11192,0,6950864
2012-02-27,5093787,3308150,1785637,46897,36340,10557,0,6744366
2012-02-24,5091056,3303120,1787936,46654,35106,11548,0,6760168
2012-02-23,5050691,3265881,1784810,45727,33974,11753,0,6762379
2012-02-22,5018308,3246461,1771847,46550,34573,11977,0,6733234
2012-02-21,4992918,3228243,1764675,45943,34149,11794,0,6721498
2012-02-20,4932711,3168568,1764143,45781,33829,11952,0,6698593
2012-02-17,4923660,3154812,1768848,48495,35663,12832,0,6685086
2012-02-16,4863781,3112972,1750809,50570,37221,13349,0,6699910
2012-02-15,4825301,3082569,1742732,49749,36803,12946,0,6695417
2012-02-14,4785559,3045934,1739625,53718,38391,15327,0,6646623
2012-02-13,4754462,3026595,1727867,54210,37806,16404,0,6606319
2012-02-10,4677208,2956782,1720426,52901,36017,16884,0,6622076
2012-02-09,4622695,2907406,1715289,53762,36152,17610,0,6607232
2012-02-08,4609765,2904487,1705278,56232,39514,16718,0,6599390
2012-02-07,4595700,2896313,1699387,54967,39389,15578,0,6590361
2012-02-06,4525000,2840844,1684156,52567,37943,14624,0,6551737
2012-02-03,4508861,2832027,1676834,47177,33723,13454,0,6569448
2012-02-02,4490726,2815836,1674890,41347,28296,13051,0,6610429
2012-02-01,4462985,2786742,1676243,41158,27642,13516,0,6597834
2012-01-31,4456540,2776568,1679972,44710,30543,14167,0,6577611
2012-01-30,4436868,2762225,1674643,45394,30588,14806,0,6556742
2012-01-27,4435283,2762962,1672321,44306,30345,13961,0,6586382
2012-01-26,4435203,2765868,1669335,45183,30698,14485,0,6554344
2012-01-25,4510675,2831258,1679417,46701,30584,16117,0,6576645
2012-01-20,4542797,2864190,1678607,45096,28488,16608,0,6602225
2012-01-19,4573023,2884055,1688968,45602,28421,17181,0,6656995
2012-01-18,4591230,2899670,1691560,44772,27153,17619,0,6668410
2012-01-17,4553986,2871268,1682718,45788,28059,17729,0,6638071
2012-01-16,4559084,2880624,1678460,44342,27120,17222,0,6644883
2012-01-13,4543493,2870179,1673314,44777,27768,17009,0,6652616
2012-01-12,4567422,2886936,1680486,47838,28750,19088,0,6789362
2012-01-11,4563042,2900762,1662280,46055,27732,18323,0,6828872
2012-01-10,4509845,2856518,1653327,46952,28215,18737,0,6698131
2012-01-09,4477287,2836887,1640400,47779,27931,19848,0,6675309
2012-01-06,4458860,2838736,1620124,47542,27365,20177,0,6672081
2012-01-05,4486676,2892014,1594662,44338,25289,19049,0,6681542
2012-01-04,4497537,2929316,1568221,37332,19390,17942,0,6716496
2012-01-03,4478094,2926496,1551598,33998,17188,16810,0,6729735
2012-01-02,4496244,2944083,1552161,33441,17461,15980,0,6746043
2011-12-30,4441111,2912388,1528723,29473,16105,13368,0,6859970
2011-12-29,4498259,2947102,1551157,30965,16497,14468,0,6827195
2011-12-28,4560661,2994460,1566201,33813,18475,15338,0,6851950
2011-12-27,4540105,2987437,1552668,36431,21014,15417,0,7005708
2011-12-26,4560504,3018041,1542463,36318,20734,15584,0,6984318
2011-12-23,4547744,3019206,1528538,34530,19537,14993,0,6797616
2011-12-22,4559334,3040758,1518576,33410,17884,15526,0,6807829
2011-12-21,4528863,3028011,1500852,30220,16717,13503,0,6822282
2011-12-20,4699055,3141322,1557733,33404,18791,14613,0,6842481
2011-12-19,4687951,3125112,1562839,29190,16782,12408,0,6908192
2011-12-16,4675670,3108589,1567081,31973,19425,12548,0,6919329
2011-12-15,4661277,3094707,1566570,31475,18637,12838,0,6823091
2011-12-14,4611037,3068863,1542174,31268,20178,11090,0,6731838
2011-12-13,4585073,3048802,1536271,27708,18214,9494,0,6769155
2011-12-12,4555638,3014334,1541304,31544,22382,9162,0,6723363
2011-12-09,4519449,2989865,1529584,31395,22328,9067,8606,6717692
2011-12-08,4479435,2968335,1511100,30332,21481,8851,20434,6710937
2011-12-07,4487993,2987934,1500059,30730,21832,8898,0,6699502
2011-12-06,4452312,2959901,1492411,29392,20950,8442,0,6688087
2011-12-05,4440329,2968954,1471375,30170,21559,8611,0,6686732
2011-12-02,4472865,3019778,1453087,27035,18978,8057,0,6756987
2011-12-01,4495712,3042872,1452840,26421,18943,7478,0,6775906
2011-11-30,4567642,3116083,1451559,23829,16229,7600,0,6810738
2011-11-29,4547922,3102991,1444931,22271,15239,7032,0,6881848
2011-11-28,4618194,3154740,1463454,22606,15024,7582,0,6860913
2011-11-25,4624453,3164625,1459828,21842,14247,7595,0,6888404
2011-11-24,4696927,3217299,1479628,23528,15209,8319,0,6916387
2011-11-23,4637875,3167739,1470136,20563,14062,6501,0,6852184
2011-11-22,4659360,3189468,1469892,20117,13867,6250,0,6807096
2011-11-21,4621468,3159635,1461833,19638,13372,6266,0,6780408
2011-11-18,4518618,3081227,1437391,20490,14482,6008,0,6768680
2011-11-17,4555998,3105593,1450405,19136,13009,6127,0,6734943
2011-11-16,4547607,3104705,1442902,18276,12514,5762,0,6905211
2011-11-15,4549091,3128602,1420489,12378,8807,3571,0,6890895
2011-11-14,4504030,3094648,1409382,7296,5142,2154,0,6717402
2011-11-11,4502705,3089942,1412763,5,0,5,0,6720983
2011-11-10,4492054,3092154,1399900,5,0,5,0,6813151
2011-11-09,4529505,3132618,1396887,5,0,5,0,6745275
2011-11-08,4499931,3108209,1391722,5,0,5,0,6634576
2011-11-07,4449436,3089258,1360178,5,0,5,0,6674450
2011-11-04,4490821,3117749,1373072,5,0,5,0,6668600
2011-11-03,4440725,3070286,1370439,5,0,5,0,6758073
2011-11-02,4370648,3007985,1362663,5,0,5,0,6684486
2011-11-01,4333447,2977461,1355986,5,0,5,0,6642681
2011-10-31,4402133,3058560,1343573,5,0,5,0,6642298
2011-10-28,4375159,3038024,1337135,5,0,5,0,6636647
2011-10-27,4304232,2980615,1323617,5,0,5,0,6584112
2011-10-26,4318129,3008415,1309714,5,0,5,0,6584359
2011-10-25,4316261,3021450,1294811,5,0,5,0,6600216
2011-10-24,4264448,2984065,1280383,5,0,5,0,6638954
2011-10-21,4278822,2989559,1289263,5,0,5,0,6564093
2011-10-20,4248566,2981550,1267016,5,0,5,0,6519477
2011-10-19,4209818,2970308,1239510,5,0,5,0,6493508
2011-10-18,4166404,2947427,1218977,5,0,5,0,6497363
2011-10-17,4123990,2937771,1186219,5,0,5,0,6509041
2011-10-14,4118838,2946109,1172729,5,0,5,0,6513432
2011-10-13,4029001,2893312,1135689,5,0,5,0,6524773
2011-10-12,4090314,2959426,1130888,294,115,179,0,6512110
2011-10-11,4039832,2931159,1108673,1035,623,412,0,6460625
2011-10-10,4109916,3006478,1103438,1346,812,534,0,6467095
2011-10-07,4156348,3050191,1106157,1650,929,721,0,6501096
2011-10-06,4244778,3118980,1125798,1998,1206,792,0,6533442
2011-10-05,4248528,3111337,1137191,2112,1252,860,0,6524805
2011-10-04,4252637,3121159,1131478,2198,1325,873,0,6707284
2011-09-30,4221723,3094536,1127187,2289,1402,887,0,6726427
2011-09-29,4281778,3151373,1130405,2547,1656,891,0,6731999
2011-09-28,4298757,3164480,1134277,2882,1970,912,0,6808241
2011-09-27,4620450,3401059,1219391,3186,2247,939,0,6934560
2011-09-26,4695347,3444874,1250473,3990,3003,987,0,6951937
2011-09-23,4692333,3435688,1256645,4126,3127,999,0,6915288
2011-09-22,4668690,3419605,1249085,4283,3227,1056,0,6891373
2011-09-21,4638694,3400285,1238409,4526,3424,1102,0,6895819
2011-09-20,4686128,3439060,1247068,5018,3842,1176,0,6886914
2011-09-19,4708721,3481255,1227466,5591,3880,1711,0,6940923
2011-09-16,4749417,3500455,1248962,6437,4170,2267,0,6958080
2011-09-15,4831920,3556559,1275361,7076,4624,2452,0,6954620
2011-09-14,4836735,3559038,1277697,7876,5000,2876,0,6959088
2011-09-09,4939546,3653241,1286305,9467,5156,4311,0,6961131
2011-09-08,4860534,3593166,1267368,9759,5409,4350,0,6990704
2011-09-07,4902815,3594904,1307911,10621,5542,5079,0,7016370
2011-09-06,4851974,3536067,1315907,11181,5967,5214,0,7026906
2011-09-05,4791652,3487613,1304039,11367,6110,5257,0,7006242
2011-09-02,4844018,3553788,1290230,11645,6324,5321,0,6986207
2011-09-01,4842710,3560474,1282236,11750,6353,5397,0,7055270
2011-08-31,4856360,3589127,1267233,11968,6519,5449,0,7026937
2011-08-30,4842819,3591862,1250957,12212,6724,5488,0,7011554
2011-08-29,4846639,3597288,1249351,12468,6907,5561,0,7021468
2011-08-26,4885879,3629491,1256388,13204,7569,5635,0,7024606
2011-08-25,4941447,3687004,1254443,14037,8286,5751,0,7019649
2011-08-24,4967463,3720652,1246811,14416,8639,5777,0,7084790
2011-08-23,5111628,3841973,1269655,15504,9551,5953,0,7164735
2011-08-22,5289174,3997419,1291755,17165,11017,6148,0,7293627
2011-08-19,5300832,4017347,1283485,17695,11480,6215,0,7277666
2011-08-18,5293264,4029597,1263667,18153,11881,6272,0,7258403
2011-08-17,5312446,4066798,1245648,18992,12543,6449,0,7225413
2011-08-16,5402437,4151504,1250933,19801,13246,6555,0,7229895
2011-08-12,5393020,4147308,1245712,21260,14599,6661,0,7285333
2011-08-11,5431630,4158400,1273230,23279,16403,6876,0,7246056
2011-08-10,5683222,4314466,1368756,25298,17045,8253,0,7459020
2011-08-09,6041884,4593730,1448154,27317,18321,8996,0,7498348
2011-08-08,6342425,4841846,1500579,33534,22424,11110,0,7515530
2011-08-05,6423158,4908035,1515123,38355,25738,12617,0,7480781
2011-08-04,6391657,4875802,1515855,42733,29680,13053,0,7360560
2011-08-03,6354818,4845748,1509070,43000,29672,13328,50695,7296319
2011-08-02,6313588,4828707,1484881,41424,28299,13125,51694,7280350
2011-08-01,6349629,4862960,1486669,43443,30010,13433,0,7264345
2011-07-29,6330181,4857692,1472489,44436,30781,13655,0,7346163
2011-07-28,6315514,4869198,1446316,44277,31097,13180,0,7327120
2011-07-27,6251204,4817823,1433381,44759,31656,13103,64719,7441288
2011-07-26,6268563,4836330,1432233,44903,31634,13269,64741,7231554
2011-07-25,6279148,4855982,1423166,44494,31067,13427,0,7221902
2011-07-22,6286148,4866375,1419773,46226,32219,14007,0,7179988
2011-07-21,6277412,4875213,1402199,45308,31081,14227,0,7209758
2011-07-20,6226097,4838849,1387248,45800,31946,13854,0,7216438
2011-07-19,6205112,4827776,1377336,46136,32274,13862,0,7201890
2011-07-18,6186993,4814364,1372629,45242,32096,13146,0,7174006
2011-07-15,6155011,4781112,1373899,44707,31764,12943,0,7169086
2011-07-14,6088158,4719046,1369112,42921,30083,12838,0,7202133
2011-07-13,6041540,4672243,1369297,47292,33890,13402,33587,7279432
2011-07-12,6026132,4668352,1357780,46766,34674,12092,33605,7236666
2011-07-11,6002210,4655092,1347118,47239,35283,11956,0,6994496
2011-07-08,6023048,4684565,1338483,45116,33132,11984,0,6988263
2011-07-07,5970171,4639105,1331066,46377,33982,12395,0,6998617
2011-07-06,5977058,4657899,1319159,46218,34087,12131,0,7059929
2011-07-05,5997600,4686927,1310673,50413,38787,11626,0,7049792
2011-07-04,6033597,4729259,1304338,49851,38254,11597,0,7288365
2011-07-01,6088890,4785508,1303382,47179,36331,10848,0,7332053
2011-06-30,6127337,4822675,1304662,45503,34605,10898,0,7156780
2011-06-29,6184144,4876426,1307718,45200,33792,11408,0,7188569
2011-06-28,6139486,4832077,1307409,46773,35705,11068,0,7141720
2011-06-27,6157799,4857493,1300306,45968,35617,10351,0,7189193
2011-06-24,6135378,4835682,1299696,46699,36907,9792,0,7213605
2011-06-23,6171474,4870154,1301320,43411,34162,9249,0,7026135
2011-06-22,6192131,4888705,1303426,42916,33690,9226,0,7044419
2011-06-21,6238982,4919843,1319139,39600,31345,8255,0,7038830
2011-06-20,6278058,4949561,1328497,40445,32008,8437,0,7089981
2011-06-17,6281575,4948795,1332780,41496,33007,8489,0,7045150
2011-06-16,6326402,4991691,1334711,41115,32503,8612,0,7025792
2011-06-15,6331680,4994397,1337283,38336,29914,8422,0,7048892
2011-06-14,6414759,5057615,1357144,37536,29180,8356,0,7074548
2011-06-13,6472741,5103885,1368856,36009,27529,8480,0,7064018
2011-06-10,6389447,5014787,1374660,34723,25995,8728,0,7047049
2011-06-09,6385199,5001496,1383703,36926,28351,8575,0,7038173
2011-06-08,6388478,4993271,1395207,42129,33303,8826,0,7003172
2011-06-07,6415730,5009544,1406186,41460,32799,8661,0,7013193
2011-06-03,6413172,4995780,1417392,43475,33893,9582,0,7121662
2011-06-02,6435347,5015246,1420101,44335,34426,9909,0,7018683
2011-06-01,6503482,5081765,1421717,37545,28233,9312,0,7099403
2011-05-31,6511139,5083878,1427261,39387,29948,9439,0,7138726
2011-05-30,6555874,5121764,1434110,39924,30523,9401,0,7116304
2011-05-27,6563015,5125878,1437137,33651,24970,8681,0,7148084
2011-05-26,6664313,5210403,1453910,33445,24743,8702,0,7155954
2011-05-25,6660716,5196706,1464010,30591,22171,8420,0,7352571
2011-05-24,6707598,5223904,1483694,35000,26441,8559,0,7229705
2011-05-23,6752136,5248765,1503371,35299,26456,8843,0,7175471
2011-05-20,6845136,5311540,1533596,38905,29704,9201,0,7139937
2011-05-19,6875535,5327958,1547577,37382,27446,9936,0,6574408
2011-05-18,6865560,5309080,1556480,37344,27360,9984,0,7097911
2011-05-17,6853305,5284894,1568411,39020,29473,9547,0,7084763
2011-05-16,6862812,5292365,1570447,41769,32416,9353,0,7060866
2011-05-13,6783339,5204027,1579312,44097,34996,9101,0,7163938
2011-05-12,6820294,5232711,1587583,40029,31573,8456,0,7157569
2011-05-11,6870504,5266585,1603919,36480,28466,8014,0,6949680
2011-05-09,6866450,5250257,1616193,38143,30519,7624,0,6940549
2011-05-06,6880585,5255959,1624626,37584,29686,7898,0,6964080
2011-05-04,6877554,5250400,1627154,41725,34461,7264,0,6928547
2011-05-03,6879678,5250584,1629094,38914,31665,7249,0,6950421
2011-05-02,6912754,5276055,1636699,41498,34041,7457,0,6904530
2011-04-29,6896139,5253965,1642174,40858,33113,7745,0,6939681
2011-04-28,6900403,5253969,1646434,46467,38272,8195,0,6931535
2011-04-27,6859545,5204430,1655115,44990,36722,8268,0,6911671
2011-04-26,6794418,5139379,1655039,42040,34216,7824,0,6868565
2011-04-25,6726848,5066242,1660606,43728,35440,8288,0,6833207
2011-04-22,6742125,5077416,1664709,42878,34177,8701,0,7006855
2011-04-21,6723357,5068348,1655009,40588,32202,8386,0,6858203
2011-04-20,6655942,5004247,1651695,43065,34408,8657,0,6839330
2011-04-19,6608145,4953879,1654266,41537,32424,9113,0,6816943
2011-04-18,6525781,4875093,1650688,40406,31180,9226,0,6761773
2011-04-15,6471752,4820038,1651714,39952,30797,9155,0,6730138
2011-04-14,6418522,4777570,1640952,38552,28938,9614,0,6717468
2011-04-13,6380675,4731602,1649073,42718,32913,9805,0,6668321
2011-04-12,6321566,4685864,1635702,42688,32437,10251,0,6649845
2011-04-11,6255452,4628425,1627027,41698,30920,10778,0,6630542
2011-04-08,6196043,4575672,1620371,41410,30806,10604,0,6611450
2011-04-07,6169312,4556786,1612526,37866,27416,10450,0,6602635
2011-04-06,6146022,4542506,1603516,36802,26754,10048,0,6642385
2011-04-05,6042499,4444670,1597829,38623,29375,9248,0,6597441
2011-04-04,6049217,4471522,1577695,38910,30015,8895,0,6605526
2011-04-01,6086466,4510502,1575964,39079,29883,9196,0,6610610
2011-03-31,6114769,4546277,1568492,38657,28514,10143,0,6661436
2011-03-30,6076078,4516295,1559783,36928,27051,9877,0,6694207
2011-03-29,6027951,4471346,1556605,37570,27531,10039,0,6698084
2011-03-28,6015250,4472348,1542902,38613,27912,10701,0,6687521
2011-03-25,5988729,4462384,1526345,36266,26284,9982,0,6655504
2011-03-24,5943660,4421072,1522588,37285,27113,10172,0,6651586
2011-03-23,5931693,4415966,1515727,34607,24661,9946,102351,6642932
2011-03-22,5905876,4402100,1503776,31477,22294,9183,0,6628414
2011-03-21,5935170,4441118,1494052,31632,21250,10382,0,6639021
2011-03-18,5928424,4432828,1495596,34112,23298,10814,0,6664734
2011-03-17,5942789,4443796,1498993,30768,20125,10643,0,6749004
2011-03-16,6086805,4552161,1534644,34336,23240,11096,0,6731950
2011-03-15,6166012,4608789,1557223,34372,22111,12261,0,6804240
2011-03-14,6158191,4595981,1562210,35623,23515,12108,0,6758300
2011-03-11,6086168,4530264,1555904,36679,24809,11870,0,6700933
2011-03-10,6093274,4543340,1549934,36809,24788,12021,0,6702120
2011-03-09,6054273,4520948,1533325,36507,25080,11427,0,6682811
2011-03-08,6030744,4504398,1526346,35219,23722,11497,0,6650649
2011-03-07,6128075,4602845,1525230,33063,22185,10878,0,6677268
2011-03-04,6131240,4606161,1525079,31978,21360,10618,0,6771075
2011-03-03,6129831,4602155,1527676,29783,19509,10274,0,6781858
2011-03-02,6197342,4659297,1538045,29295,19820,9475,0,6760742
2011-02-28,6223190,4676706,1546484,27332,19724,7608,0,6776988
2011-02-25,6268350,4702415,1565935,32387,24479,7908,0,6679114
2011-02-24,6293421,4713484,1579937,31287,22550,8737,0,6755335
2011-02-23,6344565,4760788,1583777,33304,24076,9228,0,6716713
2011-02-22,6329399,4747170,1582229,31049,22619,8430,0,6703341
2011-02-21,6315980,4738275,1577705,33335,24495,8840,0,6715894
2011-02-18,6381781,4788870,1592911,34379,25112,9267,0,6715310
2011-02-17,6423988,4840925,1583063,34190,24368,9822,0,6641060
2011-02-16,6439169,4852153,1587016,34305,25895,8410,0,6611547
2011-02-15,6483351,4905132,1578219,31412,22623,8789,0,6622057
2011-02-14,6523912,4936241,1587671,33569,24509,9060,0,6646519
2011-02-11,6459308,4871816,1587492,34544,25571,8973,0,6977054
2011-02-10,6426937,4844787,1582150,34362,25772,8590,0,6928779
2011-02-09,6383766,4812348,1571418,35028,26606,8422,0,6525566
2011-02-08,6379872,4809923,1569949,31524,23515,8009,0,6481246
2011-02-07,6377013,4803909,1573104,34060,25711,8349,0,6488807
2011-02-01,6372560,4791628,1580932,36231,27553,8678,0,6457629
2011-01-31,6369571,4784576,1584995,36389,27943,8446,0,6450838
2011-01-28,6329147,4743068,1586079,34645,26674,7971,0,6508817
2011-01-27,6329621,4747069,1582552,32098,24566,7532,94772,6508945
2011-01-26,6394946,4807930,1587016,35493,27083,8410,96970,6488471
2011-01-25,6391116,4808662,1582454,31685,23698,7987,0,6486840
2011-01-24,6399883,4813655,1586228,38068,28862,9206,0,6431264
2011-01-21,6372428,4783352,1589076,37178,27859,9319,0,6567432
2011-01-20,6324356,4741372,1582984,36495,27913,8582,0,6530452
2011-01-19,6311422,4721651,1589771,36672,26766,9906,0,6551624
2011-01-18,6276877,4697204,1579673,34494,25806,8688,0,6521723
2011-01-17,6236363,4663286,1573077,36342,27097,9245,0,6523671
2011-01-14,6148864,4579984,1568880,36494,27402,9092,0,6421606
2011-01-13,6122459,4564061,1558398,34836,25291,9545,0,6327284
2011-01-12,6073015,4528432,1544583,33502,24842,8660,0,6301009
2011-01-11,6040817,4510027,1530790,32140,24301,7839,0,6241187
2011-01-10,5996695,4464928,1531767,32820,24982,7838,121477,6292866
2011-01-07,5975982,4459092,1516890,32694,25813,6881,122956,6277325
2011-01-06,5958501,4449676,1508825,31349,23767,7582,0,6237498
2011-01-05,5952808,4456679,1496129,30178,22163,8015,0,6209848
2011-01-04,5955809,4468568,1487241,28886,21660,7226,0,6192063
2011-01-03,5979140,4498839,1480301,28118,21007,7111,0,6248340
2010-12-31,5974074,4497878,1476196,25576,19152,6424,0,6267092
2010-12-30,5976486,4499717,1476769,25576,19152,6424,0,6273978
2010-12-29,6012831,4528042,1484789,26012,19114,6898,0,6296810
2010-12-28,6010347,4524629,1485718,28200,21110,7090,0,6317038
2010-12-27,6020834,4535705,1485129,31106,23300,7806,0,6293850
2010-12-24,6023695,4537459,1486236,31893,23866,8027,0,6228869
2010-12-23,6009885,4521651,1488234,32450,24374,8076,0,6257730
2010-12-22,5882182,4403948,1478234,31044,23612,7432,0,6308825
2010-12-21,5968416,4467644,1500772,33738,24700,9038,0,6232269
2010-12-20,5957139,4457453,1499686,34789,25348,9441,0,6237154
2010-12-17,5931429,4434227,1497202,35895,25429,10466,0,6201476
2010-12-16,5890885,4398797,1492088,34520,24931,9589,0,6212089
2010-12-15,5870757,4379303,1491454,33595,23481,10114,0,6255198
2010-12-14,5853504,4365459,1488045,33277,23890,9387,0,6201078
2010-12-13,5801863,4318773,1483090,34011,25081,8930,0,6115299
2010-12-10,5804964,4326538,1478426,33542,25007,8535,0,6345956
2010-12-09,5810112,4326086,1484026,33774,25459,8315,0,6327233
2010-12-08,5778004,4299024,1478980,35160,26431,8729,0,6147499
2010-12-07,5728717,4252897,1475820,34076,26039,8037,0,6137224
2010-12-06,5700200,4236043,1464157,35456,26708,8748,467,6090084
2010-12-03,5688108,4233756,1454352,33999,25832,8167,723,6105771
2010-12-02,5638658,4189189,1449469,33754,25121,8633,0,6102203
2010-12-01,5654653,4196704,1457949,30803,22713,8090,0,6111016
2010-11-30,5659961,4194778,1465183,31185,23695,7490,0,6113173
2010-11-29,5786737,4297314,1489423,33352,24986,8366,0,6129922
2010-11-26,5795827,4299717,1496110,33634,25560,8074,0,6113814
2010-11-25,5879506,4364192,1515314,32659,24750,7909,0,6196064
2010-11-24,5927894,4400065,1527829,36558,28555,8003,0,6176027
2010-11-23,5880590,4361684,1518906,37594,28632,8962,0,6094440
2010-11-22,5891148,4374052,1517096,38536,28954,9582,0,6173608
2010-11-19,5869987,4348711,1521276,36164,28061,8103,0,6166089
2010-11-18,5811972,4292245,1519727,34009,26141,7868,0,6093271
2010-11-17,5832171,4302561,1529610,33436,26107,7329,0,6095903
2010-11-16,5824989,4288794,1536195,36057,28387,7670,0,6115422
2010-11-15,5935624,4372656,1562968,37521,28424,9097,0,6118826
2010-11-12,5854461,4284215,1570246,39189,29566,9623,0,6039529
2010-11-11,5833525,4263902,1569623,38338,29096,9242,0,6089610
2010-11-10,5810707,4244505,1566202,38590,29378,9212,0,6076955
2010-11-09,5792359,4226896,1565463,39754,30822,8932,0,5961735
2010-11-08,5821961,4259278,1562683,44306,34128,10178,0,5921031
2010-11-05,5793775,4246677,1547098,45318,35205,10113,0,5989248
2010-11-04,5796435,4254329,1542106,43016,33179,9837,0,5942590
2010-11-03,5771491,4226472,1545019,41988,32488,9500,0,5912969
2010-11-02,5734908,4206413,1528495,39648,30169,9479,0,5928807
2010-11-01,5705403,4185786,1519617,39835,30654,9181,0,5878493
2010-10-29,5671654,4164411,1507243,39887,30815,9072,0,5908290
2010-10-28,5616013,4116223,1499790,39509,29965,9544,0,5924517
2010-10-27,5577645,4092535,1485110,38688,28670,10018,0,5808872
2010-10-26,5539485,4071984,1467501,38499,28412,10087,0,5782535
2010-10-25,5563894,4109049,1454845,37124,26250,10874,0,5769276
2010-10-22,5543535,4100341,1443194,37802,26706,11096,0,5774030
2010-10-21,5460823,4040810,1420013,38996,28485,10511,0,5786879
2010-10-20,5454793,4044490,1410303,40028,29186,10842,0,5767728
2010-10-19,5402250,4013512,1388738,40988,30418,10570,0,5675300
2010-10-18,5355335,3985806,1369529,41909,30842,11067,0,5709811
2010-10-15,5349700,3975519,1374181,39793,28608,11185,0,5872264
2010-10-14,5322556,3961987,1360569,39541,29301,10240,0,5825881
2010-10-13,5309246,3946944,1362302,41429,31031,10398,0,5669591
2010-10-12,5288029,3929328,1358701,41983,31670,10313,0,5639571
2010-10-11,5243643,3894733,1348910,42234,31753,10481,0,5624256
2010-10-08,5225101,3876079,1349022,40148,30278,9870,0,5619892
2010-10-07,5219479,3875931,1343548,39724,29615,10109,0,5633721
2010-10-06,5178296,3841588,1336708,41508,31831,9677,0,5774619
2010-10-05,5166321,3830237,1336084,40754,30284,10470,0,5801431
2010-10-04,5154983,3821017,1333966,41694,31296,10398,0,5596527
2010-10-01,5164082,3836415,1327667,42103,31751,10352,0,5592068
2010-09-30,5152582,3828654,1323928,42181,31600,10581,0,5631259
2010-09-29,5085903,3771719,1314184,42781,32111,10670,0,5573599
2010-09-28,5050303,3745662,1304641,41615,30825,10790,0,5569433
2010-09-27,5036135,3729379,1306756,39737,29234,10503,0,5559117
2010-09-24,5031986,3721405,1310581,40936,29572,11364,0,5491184
2010-09-20,5043716,3735485,1308231,43802,31756,12046,0,5513857
2010-09-17,5075598,3761294,1314304,44879,32870,12009,0,5534107
2010-09-16,5071442,3754151,1317291,44678,31982,12696,0,5777347
2010-09-15,5069539,3747519,1322020,43560,30605,12955,0,5785016
2010-09-14,5036408,3713034,1323374,42960,29601,13359,0,5527189
2010-09-13,5056066,3733088,1322978,42419,29045,13374,0,5384082
2010-09-10,5038417,3716926,1321491,41220,28531,12689,0,5396894
2010-09-09,5007487,3689379,1318108,40986,28155,12831,0,5413740
2010-09-08,4986157,3668420,1317737,43432,30424,13008,0,5444632
2010-09-07,4953379,3634206,1319173,45839,32324,13515,0,5392445
2010-09-06,4955182,3641294,1313888,47342,34324,13018,0,5615395
2010-09-03,4988533,3669074,1319459,45973,32873,13100,0,5627976
2010-09-02,4935763,3621108,1314655,46183,33912,12271,0,5397653
2010-09-01,4974664,3653639,1321025,45211,32851,12360,0,5389541
2010-08-31,4987159,3663625,1323534,43553,32161,11392,0,5395737
2010-08-30,4992199,3661692,1330507,41041,29580,11461,0,5371420
2010-08-27,5021815,3677976,1343839,40780,28720,12060,0,5357409
2010-08-26,5026111,3673954,1352157,42581,30027,12554,0,5374098
2010-08-25,5018801,3660000,1358801,42410,30896,11514,0,5371818
2010-08-24,5009805,3645600,1364205,42550,30641,11909,0,5359403
2010-08-23,5000014,3636529,1363485,41369,29240,12129,0,5344772
2010-08-20,5024049,3661542,1362507,39244,26835,12409,0,5354230
2010-08-19,5046599,3680313,1366286,37233,25922,11311,0,5371341
2010-08-18,5040211,3674348,1365863,35688,25052,10636,0,5346337
2010-08-17,5017597,3651548,1366049,36934,26879,10055,0,5356287
2010-08-16,4986189,3618967,1367222,34957,25598,9359,0,5364163
2010-08-13,4971222,3597963,1373259,41101,30150,10951,0,5332087
2010-08-12,4968769,3595646,1373123,40365,29433,10932,0,5312896
2010-08-11,5001793,3623257,1378536,39931,29283,10648,0,5333907
2010-08-10,5008541,3632497,1376044,39695,30389,9306,0,5313002
2010-08-09,4997007,3617568,1379439,40639,31670,8969,0,5311731
2010-08-06,5011067,3621386,1389681,40594,31241,9353,0,5312868
2010-08-05,4967200,3576529,1390671,39216,30186,9030,0,5313870
2010-08-04,4988261,3597244,1391017,35204,26705,8499,0,5294026
2010-08-03,4959346,3559412,1399934,35188,26670,8518,0,5315184
2010-08-02,4971843,3569551,1402292,35252,26153,9099,0,5318687
2010-07-30,4984040,3580383,1403657,36422,26684,9738,0,5305078
2010-07-29,4966952,3568310,1398642,35880,26280,9600,0,5401986
2010-07-28,4974132,3577338,1396794,35568,26099,9469,0,5405201
2010-07-27,4972635,3572842,1399793,35091,26240,8851,0,5314078
2010-07-26,4997295,3595103,1402192,36445,27132,9313,0,5373447
2010-07-23,5020697,3600284,1420413,37302,26840,10462,0,5523758
2010-07-22,5006608,3582555,1424053,35864,25205,10659,0,5375816
2010-07-21,4969420,3542296,1427124,35802,25310,10492,0,5438449
2010-07-20,4937678,3515152,1422526,36127,25991,10136,0,5367812
2010-07-19,4936520,3509790,1426730,37419,26299,11120,0,5422690
2010-07-16,4905844,3482808,1423036,37463,26173,11290,0,5442146
2010-07-15,4910135,3490958,1419177,38107,26992,11115,0,5384109
2010-07-14,4915029,3503602,1411427,37347,25400,11947,0,5430349
2010-07-13,4934381,3526999,1407382,36375,24932,11443,0,5440051
