매수일,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th
2016-11-23,0.20449897750511248,-1.738241308793456,-9.100204498977504,-8.077709611451942,-8.486707566462167,-7.770961145194274,-6.134969325153374,-4.4989775051124745,-4.08997955010225,-3.885480572597137
2016-11-24,-1.3347022587268993,-8.726899383983573,-7.700205338809035,-8.11088295687885,-7.392197125256674,-5.749486652977413,-4.1067761806981515,-3.696098562628337,-3.490759753593429,-3.182751540041068
2016-11-25,-6.9109947643979055,-5.863874345549738,-6.282722513089006,-5.549738219895288,-3.8743455497382198,-2.1989528795811517,-1.780104712041885,-1.5706806282722514,-1.256544502617801,-1.0471204188481675
2016-12-22,1.1702127659574468,4.468085106382978,6.170212765957447,7.446808510638298,7.446808510638298,6.276595744680851,4.680851063829787,5.319148936170213,4.468085106382978,5.425531914893617
2016-12-23,3.3684210526315788,5.052631578947368,6.315789473684211,6.315789473684211,5.157894736842105,3.5789473684210527,4.2105263157894735,3.3684210526315788,4.315789473684211,3.263157894736842
2017-01-12,2.3421588594704685,2.3421588594704685,1.2219959266802445,0.5091649694501018,1.5274949083503055,0.9164969450101833,1.8329938900203666,1.5274949083503055,-0.3054989816700611,-2.74949083503055
2017-01-13,0.0,-1.0945273631840795,-1.791044776119403,-0.7960199004975125,-1.3930348258706469,-0.4975124378109453,-0.7960199004975125,-2.5870646766169156,-4.975124378109452,-4.577114427860696
2017-04-06,0.4807692307692308,-0.9615384615384616,0.9615384615384616,0.9615384615384616,0.0,0.4807692307692308,2.4038461538461537,1.9230769230769231,2.8846153846153846,3.3653846153846154
2017-11-27,4.44743935309973,6.064690026954178,5.121293800539084,5.256064690026954,3.3692722371967654,3.7735849056603774,4.5822102425876015,4.0431266846361185,3.7735849056603774,2.4258760107816713
2017-11-28,0.639386189258312,-0.2557544757033248,-0.1278772378516624,-1.918158567774936,-1.5345268542199488,-0.7672634271099744,-1.278772378516624,-1.5345268542199488,-2.813299232736573,-4.859335038363171
2017-11-29,-0.7633587786259542,-0.6361323155216285,-2.4173027989821882,-2.035623409669211,-1.272264631043257,-1.7811704834605597,-2.035623409669211,-3.3078880407124682,-5.343511450381679,-6.870229007633588
2017-11-30,0.1282051282051282,-1.6666666666666667,-1.2820512820512822,-0.5128205128205128,-1.0256410256410255,-1.2820512820512822,-2.5641025641025643,-4.615384615384615,-6.153846153846154,-9.487179487179487
2018-05-16,1.6260162601626016,2.845528455284553,-0.8130081300813008,1.2195121951219512,-3.252032520325203,-3.252032520325203,-10.16260162601626,3.658536585365854,3.658536585365854,-0.4065040650406504
2018-05-17,2.845528455284553,-0.8130081300813008,1.2195121951219512,-3.252032520325203,-3.252032520325203,-10.16260162601626,3.658536585365854,3.658536585365854,-0.4065040650406504,1.2195121951219512
2018-05-18,-4.313725490196078,-2.3529411764705883,-6.666666666666667,-6.666666666666667,-13.333333333333334,0.0,0.0,-3.9215686274509802,-2.3529411764705883,-5.882352941176471
2018-05-21,3.319502074688797,-1.2448132780082988,-1.2448132780082988,-8.298755186721992,5.809128630705394,5.809128630705394,1.6597510373443984,3.319502074688797,-0.4149377593360996,-3.319502074688797
2018-05-23,-4.417670682730924,-4.417670682730924,-11.244979919678714,2.4096385542168677,2.4096385542168677,-1.606425702811245,0.0,-3.6144578313253013,-6.42570281124498,-6.42570281124498
2018-05-24,-0.41841004184100417,-7.531380753138075,6.694560669456067,6.694560669456067,2.510460251046025,4.184100418410042,0.41841004184100417,-2.510460251046025,-2.510460251046025,-3.7656903765690375
2018-05-25,-7.142857142857143,7.142857142857143,7.142857142857143,2.9411764705882355,4.621848739495798,0.8403361344537815,-2.100840336134454,-2.100840336134454,-3.361344537815126,-4.201680672268908
2018-05-28,12.831858407079647,12.831858407079647,8.4070796460177,10.176991150442477,6.1946902654867255,3.0973451327433628,3.0973451327433628,1.7699115044247788,0.8849557522123894,3.5398230088495577
2018-05-29,3.2388663967611335,-0.8097165991902834,0.8097165991902834,-2.834008097165992,-5.668016194331984,-5.668016194331984,-6.882591093117409,-7.6923076923076925,-5.2631578947368425,-5.2631578947368425
2018-05-30,-2.3904382470119523,-0.796812749003984,-4.382470119521912,-7.171314741035856,-7.171314741035856,-8.366533864541832,-9.163346613545817,-6.772908366533865,-6.772908366533865,-10.358565737051793
2018-08-08,0.0,1.0,2.0,0.5,-0.4,-1.5,-6.1,-4.3,-3.8,-4.5
2018-08-09,1.0,2.0,0.5,-0.4,-1.5,-6.1,-4.3,-3.8,-4.5,-4.9
2018-08-10,1.492537313432836,0.0,-0.8955223880597015,-1.9900497512437811,-6.567164179104478,-4.776119402985074,-4.278606965174129,-4.975124378109452,-5.373134328358209,-4.477611940298507
2018-08-13,-0.9852216748768473,-1.8719211822660098,-2.955665024630542,-7.487684729064039,-5.714285714285714,-5.221674876847291,-5.911330049261084,-6.305418719211823,-5.41871921182266,-5.024630541871921
2018-09-14,-0.44004400440044006,-0.6600660066006601,-0.33003300330033003,-2.6402640264026402,-4.51045104510451,-7.040704070407041,-10.34103410341034,-11.11111111111111,-15.731573157315731,-13.64136413641364
2018-09-17,-0.6600660066006601,-0.33003300330033003,-2.6402640264026402,-4.51045104510451,-7.040704070407041,-10.34103410341034,-11.11111111111111,-15.731573157315731,-13.64136413641364,-9.79097909790979
2018-09-18,0.33222591362126247,-1.9933554817275747,-3.875968992248062,-6.423034330011074,-9.745293466223698,-10.520487264673312,-15.171650055370986,-13.067552602436324,-9.191583610188262,-9.745293466223698
