매수일,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th
2015-12-24,-6.5055762081784385,-10.408921933085502,-11.152416356877323,-15.055762081784387,-14.219330855018587,-12.0817843866171,-10.223048327137546,-12.267657992565056,-16.635687732342006,-13.568773234200744
2015-12-28,-2.231237322515213,-3.0425963488843815,-7.302231237322515,-6.389452332657201,-4.056795131845842,-2.028397565922921,-4.259634888438134,-9.026369168356998,-5.679513184584178,-7.505070993914807
2016-05-12,-0.2808988764044944,-1.1235955056179776,-8.567415730337078,-24.15730337078652,-19.10112359550562,-23.876404494382022,-33.848314606741575,-34.199438202247194,-34.831460674157306,-36.587078651685395
2016-05-13,-0.8450704225352113,-8.309859154929578,-23.943661971830984,-18.87323943661972,-23.661971830985916,-33.66197183098591,-34.014084507042256,-34.647887323943664,-36.40845070422535,-37.67605633802817
2016-07-01,0.9836065573770492,2.73224043715847,2.9508196721311477,1.9672131147540983,0.546448087431694,1.8579234972677596,1.092896174863388,0.546448087431694,1.9672131147540983,4.918032786885246
2016-08-18,1.4981273408239701,5.2434456928838955,11.04868913857678,11.610486891385769,8.426966292134832,12.92134831460674,12.172284644194757,11.985018726591761,14.41947565543071,17.04119850187266
2016-11-23,3.5714285714285716,2.5210084033613445,-3.676470588235294,-2.8361344537815127,1.4705882352941178,-0.9453781512605042,4.516806722689076,23.319327731092436,23.319327731092436,23.73949579831933
2016-11-24,-1.6129032258064515,-7.560483870967742,-6.754032258064516,-2.620967741935484,-4.939516129032258,0.3024193548387097,18.346774193548388,18.346774193548388,18.75,19.95967741935484
2016-11-25,-3.3719704952581666,-2.528977871443625,1.791359325605901,-0.6322444678609063,4.847207586933615,23.709167544783984,23.709167544783984,24.130663856691253,25.395152792413068,23.91991570073762
2017-01-12,0.857449088960343,-6.323687031082529,-3.536977491961415,-9.110396570203644,-8.788853161843516,-16.184351554126472,-16.934619506966772,-41.80064308681672,-59.056806002143624,-58.949624866023576
2017-01-13,-7.218683651804671,-4.45859872611465,-9.978768577494693,-9.660297239915074,-16.985138004246284,-17.72823779193206,-42.35668789808917,-59.447983014862,-59.34182590233546,-61.252653927813164
2017-08-11,-1.4492753623188406,-4.057971014492754,-2.608695652173913,1.4492753623188406,-1.1594202898550725,-3.7681159420289854,-1.7391304347826086,-2.318840579710145,-2.318840579710145,-7.826086956521739
2017-08-14,-2.359882005899705,-0.8849557522123894,3.2448377581120944,0.5899705014749262,-2.0648967551622417,0.0,-0.5899705014749262,-0.5899705014749262,-6.1946902654867255,-8.55457227138643
2017-08-16,1.2048192771084338,5.421686746987952,2.710843373493976,0.0,2.108433734939759,1.5060240963855422,1.5060240963855422,-4.216867469879518,-6.626506024096385,-6.325301204819277
2017-09-12,-1.9607843137254901,-2.6143790849673203,-6.5359477124183005,-11.437908496732026,-11.11111111111111,-9.803921568627452,-10.784313725490197,-7.516339869281046,-9.15032679738562,-6.5359477124183005
2017-09-13,-1.3245033112582782,-5.298013245033113,-10.264900662251655,-9.933774834437086,-8.609271523178808,-9.602649006622517,-6.291390728476821,-7.947019867549669,-5.298013245033113,-6.622516556291391
2017-09-14,-4.666666666666667,-9.666666666666666,-9.333333333333334,-8.0,-9.0,-5.666666666666667,-7.333333333333333,-4.666666666666667,-6.0,-6.333333333333333
2017-09-15,-3.5587188612099645,-3.202846975088968,-1.7793594306049823,-2.8469750889679717,0.7117437722419929,-1.0676156583629892,1.7793594306049823,0.35587188612099646,0.0,-1.0676156583629892
2017-09-18,3.816793893129771,5.343511450381679,4.198473282442748,8.01526717557252,6.106870229007634,9.16030534351145,7.633587786259542,7.251908396946565,6.106870229007634,4.198473282442748
2017-09-19,1.4705882352941178,0.36764705882352944,4.044117647058823,2.2058823529411766,5.147058823529412,3.676470588235294,3.3088235294117645,2.2058823529411766,0.36764705882352944,-2.573529411764706
2017-09-20,-1.7985611510791366,1.7985611510791366,0.0,2.8776978417266186,1.4388489208633093,1.079136690647482,0.0,-1.7985611510791366,-4.676258992805756,-2.8776978417266186
2017-09-21,3.663003663003663,1.8315018315018314,4.761904761904762,3.2967032967032965,2.93040293040293,1.8315018315018314,0.0,-2.93040293040293,-1.098901098901099,1.8315018315018314
2017-10-20,-1.7241379310344827,-1.0344827586206897,-1.3793103448275863,1.0344827586206897,2.413793103448276,1.3793103448275863,0.0,0.0,4.827586206896552,7.586206896551724
2017-10-23,1.4134275618374559,1.0600706713780919,3.5335689045936394,4.946996466431095,3.8869257950530036,2.4734982332155475,2.4734982332155475,7.420494699646643,10.247349823321555,8.480565371024735
2017-10-24,-1.3793103448275863,1.0344827586206897,2.413793103448276,1.3793103448275863,0.0,0.0,4.827586206896552,7.586206896551724,5.862068965517241,4.482758620689655
2017-12-15,-2.6785714285714284,-2.0833333333333335,1.4880952380952381,2.6785714285714284,6.5476190476190474,3.869047619047619,4.464285714285714,3.5714285714285716,0.0,0.5952380952380952
2017-12-18,-0.30303030303030304,3.3333333333333335,4.545454545454546,8.484848484848484,5.757575757575758,6.363636363636363,5.454545454545454,1.8181818181818181,2.4242424242424243,4.848484848484849
2017-12-19,1.791044776119403,2.985074626865672,6.865671641791045,4.17910447761194,4.776119402985074,3.8805970149253732,0.29850746268656714,0.8955223880597015,3.283582089552239,0.5970149253731343
2018-01-03,2.0648967551622417,-0.5899705014749262,-1.1799410029498525,-0.8849557522123894,4.129793510324483,3.8348082595870205,5.6047197640118,4.129793510324483,7.669616519174041,7.374631268436578
