매수일,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th
2014-04-25,0.28653295128939826,0.8595988538681948,0.4297994269340974,0.14326647564469913,0.8595988538681948,-2.5787965616045847,-1.5759312320916905,-5.444126074498567,-5.01432664756447,-4.7277936962750715
2014-04-28,0.5714285714285714,0.14285714285714285,-0.14285714285714285,0.5714285714285714,-2.857142857142857,-1.8571428571428572,-5.714285714285714,-5.285714285714286,-5.0,-1.2857142857142858
2014-07-08,3.0344827586206895,2.896551724137931,2.0689655172413794,2.0689655172413794,2.0689655172413794,2.0689655172413794,1.103448275862069,0.27586206896551724,-2.6206896551724137,-4.275862068965517
2014-07-09,-0.5333333333333333,-1.3333333333333333,-1.3333333333333333,-1.3333333333333333,-1.3333333333333333,-2.2666666666666666,-3.066666666666667,-5.866666666666666,-7.466666666666667,-6.133333333333334
2014-07-28,-0.2785515320334262,-1.532033426183844,-0.9749303621169917,-2.9247910863509747,-3.481894150417827,-3.7604456824512535,-3.8997214484679668,-3.6211699164345403,-1.9498607242339834,-1.6713091922005572
2014-07-29,-1.2569832402234637,-0.6983240223463687,-2.653631284916201,-3.212290502793296,-3.4916201117318435,-3.631284916201117,-3.35195530726257,-1.675977653631285,-1.3966480446927374,-0.13966480446927373
2015-09-16,1.0494752623688155,1.7991004497751124,0.5997001499250375,1.7991004497751124,1.7991004497751124,1.7991004497751124,1.6491754122938531,2.39880059970015,2.848575712143928,4.497751124437781
2015-09-17,0.7418397626112759,-0.44510385756676557,0.7418397626112759,0.7418397626112759,0.7418397626112759,0.5934718100890207,1.3353115727002967,1.7804154302670623,3.4124629080118694,4.451038575667655
2017-06-07,0.0,0.9900990099009901,0.8663366336633663,-0.24752475247524752,-1.4851485148514851,-3.3415841584158414,-1.3613861386138615,-1.8564356435643565,-1.9801980198019802,-3.4653465346534653
2017-06-08,0.2457002457002457,0.12285012285012285,-0.9828009828009828,-2.211302211302211,-4.054054054054054,-2.0884520884520885,-2.57985257985258,-2.7027027027027026,-4.176904176904177,-3.43980343980344
2017-06-09,-0.36674816625916873,-1.466992665036675,-2.6894865525672373,-4.52322738386308,-2.567237163814181,-3.056234718826406,-3.1784841075794623,-4.645476772616137,-3.9119804400977993,-5.623471882640587
2017-06-12,-1.1042944785276074,-2.331288343558282,-4.171779141104294,-2.208588957055215,-2.6993865030674846,-2.8220858895705523,-4.294478527607362,-3.558282208588957,-5.276073619631902,-5.276073619631902
2017-11-24,0.9188361408882083,1.8376722817764166,1.3782542113323124,1.6845329249617151,0.7656967840735069,-1.3782542113323124,-1.6845329249617151,-2.2970903522205206,-0.7656967840735069,1.0719754977029097
2017-11-27,1.3719512195121952,0.9146341463414634,1.2195121951219512,0.3048780487804878,-1.829268292682927,-2.1341463414634148,-2.7439024390243905,-1.2195121951219512,0.6097560975609756,-1.524390243902439
2017-11-28,-0.7496251874062968,-0.4497751124437781,-1.3493253373313343,-3.4482758620689653,-3.7481259370314843,-4.3478260869565215,-2.848575712143928,-1.0494752623688155,-3.1484257871064467,-3.598200899550225
2017-11-29,-0.3003003003003003,-1.2012012012012012,-3.3033033033033035,-3.6036036036036037,-4.2042042042042045,-2.7027027027027026,-0.9009009009009009,-3.003003003003003,-3.4534534534534536,-3.6036036036036037
2017-11-30,0.4580152671755725,-1.6793893129770991,-1.984732824427481,-2.595419847328244,-1.0687022900763359,0.7633587786259542,-1.3740458015267176,-1.83206106870229,-1.984732824427481,-2.900763358778626
2017-12-01,-0.9230769230769231,-1.2307692307692308,-1.8461538461538463,-0.3076923076923077,1.5384615384615385,-0.6153846153846154,-1.0769230769230769,-1.2307692307692308,-2.1538461538461537,-2.0
