종목명,종목코드,항목,6일째 수익률,7일째 수익률,8일째 수익률,9일째 수익률,10일째 수익률,11일째 수익률,12일째 수익률,13일째 수익률,14일째 수익률,15일째 수익률
094940,푸른기술,MAX,2.763385146804836,4.099560761346998,9.62671905697446,4.682779456193353,6.7975830815709966,5.438066465256798,4.538799414348462,4.682779456193353,11.394891944990176,15.717092337917485
094940,푸른기술,MIN,-7.857142857142857,-8.787878787878787,-9.494949494949495,-8.686868686868687,-9.489795918367347,-10.404040404040405,-11.938775510204081,-12.828282828282829,-13.434343434343434,-14.141414141414142
094940,푸른기술,Mean,-0.6379464976811224,-0.8404209950128567,-0.8371874639740137,-1.2611724701239146,-1.547063215499747,-1.8459806369929592,-2.1032814978238665,-2.2903877044065832,-1.947530771514491,-1.6527337974080853
094940,푸른기술,Median,-0.4366812227074236,-0.2915451895043732,-0.5300353356890459,-0.5605381165919282,-0.5649717514124294,-1.4134275618374559,-1.4134275618374559,-0.690846286701209,0.2886002886002886,-0.423728813559322
094940,푸른기술,Probability,0.38095238095238093,0.42857142857142855,0.47619047619047616,0.42857142857142855,0.42857142857142855,0.38095238095238093,0.42857142857142855,0.38095238095238093,0.5238095238095238,0.47619047619047616
