"","date","MarketCap","Adj_Price","NetBuyAmount_Inst","NetBuyAmount_Frgn"
"3",2000-01-04,179200,6078,-4313,0
"4",2000-01-05,173600,5888,-10359,182
"5",2000-01-06,160160,5432,-10949,0
"6",2000-01-07,156800,5318,39967,909
"7",2000-01-10,163800,5555,3985,296
"8",2000-01-11,157360,5337,4360,188
"9",2000-01-12,151480,5138,-4311,-16377
"10",2000-01-13,157360,5337,133920,2233
"11",2000-01-14,180880,6135,-54145,-7715
"12",2000-01-17,172200,5840,46760,14332
"13",2000-01-18,164920,5593,-2172,-251
"14",2000-01-19,151200,5128,-4115,-2123
"15",2000-01-20,145600,4938,20127,-51452
"16",2000-01-21,143080,4853,16271,-1338
"17",2000-01-24,144200,4891,2078,461
"18",2000-01-25,141400,4796,-1430,0
"19",2000-01-26,151200,5128,93361,-10803
"20",2000-01-27,151760,5147,3149,115
"21",2000-01-28,151760,5147,-2093,-722
"22",2000-01-31,152600,5176,2224,0
"23",2000-02-01,162400,5508,-29799,-95
"24",2000-02-02,170800,5793,3710,0
"25",2000-02-03,176120,5973,-32673,0
"26",2000-02-07,177520,6021,-30762,2464
"27",2000-02-08,175560,5954,-261,107
"28",2000-02-09,168000,5698,-32673,-436
"29",2000-02-10,167720,5688,-21661,0
"30",2000-02-11,182280,6182,-291215,155
"31",2000-02-14,178080,6040,-114265,1888
"32",2000-02-15,159600,5413,420,1519
"33",2000-02-16,154280,5233,1764,1450
"34",2000-02-17,163800,5555,8729,738
"35",2000-02-18,172200,5840,-14702,-329
"36",2000-02-21,165200,5603,22252,-711
"37",2000-02-22,161000,5460,90332,-42063
"38",2000-02-23,166320,5641,8519,-861
"39",2000-02-24,165760,5622,40104,-193
"40",2000-02-25,165480,5612,20084,-168193
"41",2000-02-28,190120,6448,-56153,6908
"42",2000-02-29,182000,6173,-44405,6481
"43",2000-03-02,209160,7094,47044,19685
"44",2000-03-03,206920,7018,-4662,-4674
"45",2000-03-06,210000,7122,-31366,-11203
"46",2000-03-07,189280,6420,-12420,-242
"47",2000-03-08,177800,6030,-17952,-193
"48",2000-03-09,176400,5983,19731,-25775
"49",2000-03-10,170800,5793,12509,1581
"50",2000-03-13,186200,6315,30629,-3380
"51",2000-03-14,176400,5983,-6641,-81
"52",2000-03-15,165480,5612,155,-785
"53",2000-03-16,155400,5271,20580,582
"54",2000-03-17,156520,5308,1505,1342
"55",2000-03-20,154560,5242,2187,-1380
"56",2000-03-21,148400,5033,-89101,2333
"57",2000-03-22,152600,5176,-4813,0
"58",2000-03-23,153720,5214,-4531,0
"59",2000-03-24,160720,5451,10479,0
"60",2000-03-27,161560,5479,-11888,0
"61",2000-03-28,152600,5176,4291,0
