"","date","MarketCap","Adj_Price","NetBuyAmount_Inst","NetBuyAmount_Frgn"
"3",2000-01-04,68500,305541,-6,0
"4",2000-01-05,69000,307772,-58470,144
"5",2000-01-06,68000,303311,0,0
"6",2000-01-07,67000,298851,676,0
"7",2000-01-10,77000,343455,-19548,0
"8",2000-01-11,80000,356837,16399,770
"9",2000-01-12,85500,381369,42991,-840
"10",2000-01-13,83500,372448,-8,-163
"11",2000-01-14,86500,385830,34275,0
"12",2000-01-17,81300,362635,-12952,81079
"13",2000-01-18,80000,356837,-9962,66360
"14",2000-01-19,74200,330966,0,10000
"15",2000-01-20,71000,316693,0,0
"16",2000-01-21,72000,321153,7334,0
"17",2000-01-24,72500,323383,0,0
"18",2000-01-25,68500,305541,0,0
"19",2000-01-26,74000,330074,0,0
"20",2000-01-27,82500,367988,28314,-79
"21",2000-01-28,83200,371110,83465,0
"22",2000-01-31,82200,366650,0,0
"23",2000-02-01,79000,352376,-103,0
"24",2000-02-02,85100,379585,51028,0
"25",2000-02-03,82000,365758,25937,-10740
"26",2000-02-07,80700,359959,-23394,0
"27",2000-02-08,78000,347916,-63255,0
"28",2000-02-09,74500,332304,-30268,0
"29",2000-02-10,71000,316693,-7410,0
"30",2000-02-11,68500,305541,-13898,0
"31",2000-02-14,63600,283685,-6321,0
"32",2000-02-15,61000,272088,-16306,0
"33",2000-02-16,61000,272088,-44197,-1833
"34",2000-02-17,63400,282793,31434,450
"35",2000-02-18,60700,270750,-12885,0
"36",2000-02-21,53900,240419,-13673,0
"37",2000-02-22,50800,226591,-32364,0
"38",2000-02-23,58000,258707,-17123,-15901
"39",2000-02-24,53500,238635,-10116,3292
"40",2000-02-25,55000,245325,-53549,0
"41",2000-02-28,57100,254692,-7724,0
"42",2000-02-29,57000,254246,11425,0
"43",2000-03-02,60900,271642,-1197,0
"44",2000-03-03,58000,258707,591,0
"45",2000-03-06,66700,297513,9561,708
"46",2000-03-07,66300,295728,3368,789
"47",2000-03-08,66700,297513,1198,0
"48",2000-03-09,68900,307326,-2722,-178
"49",2000-03-10,66100,294836,-4739,0
"50",2000-03-13,68000,303311,38546,0
"51",2000-03-14,70000,312232,-11083,68386
"52",2000-03-15,74800,333642,6723,109407
"53",2000-03-16,70000,312232,23800,2222
"54",2000-03-17,68000,303311,4624,0
"55",2000-03-20,65900,293944,-5109,0
"56",2000-03-21,65400,291714,-38846,1284
"57",2000-03-22,66500,296620,-20893,0
"58",2000-03-23,64000,285469,-25,0
"59",2000-03-24,67000,298851,9874,0
"60",2000-03-27,68800,306880,-7880,-1388
"61",2000-03-28,71900,320707,3557,-463
"62",2000-03-29,73500,327844,-7678,-1712
"63",2000-03-30,68500,305541,-2906,2106
"64",2000-03-31,70000,312232,19595,1332
"65",2000-04-03,67000,298851,-1457,0
"66",2000-04-04,65000,289930,12974,0
"67",2000-04-06,61500,274318,0,0
"68",2000-04-07,63000,281009,1072,0
"69",2000-04-10,65000,289930,-4723,2030
"70",2000-04-11,63000,281009,10644,0
"71",2000-04-12,63000,281009,3670,0
"72",2000-04-14,61000,272088,0,0
"73",2000-04-17,53400,238188,3909,0
"74",2000-04-18,54700,243987,-54658,0
"75",2000-04-19,55100,245771,-44030,0
"76",2000-04-20,56100,250232,-4366,0
"77",2000-04-21,59000,263167,-70,0
"78",2000-04-24,59100,263613,-9366,0
"79",2000-04-25,57500,256476,-486,0
"80",2000-04-26,53500,238635,-10842,0
"81",2000-04-27,51500,229714,4816,0
"82",2000-04-28,53000,236404,-16,0
"83",2000-05-02,51500,229714,-65792,0
"84",2000-05-03,51600,230160,-20754,-139
"85",2000-05-04,51000,227483,1399,0
"86",2000-05-08,52000,231944,-315,525
"87",2000-05-09,51500,229714,-3430,0
"88",2000-05-10,51700,230606,-8618,-525
"89",2000-05-12,51700,230606,-55,0
"90",2000-05-15,50500,225253,25722,0
"91",2000-05-16,51000,227483,-3586,0
"92",2000-05-17,47400,211426,10634,-191
