"","date","MarketCap","Adj_Price","NetBuyAmount_Inst","NetBuyAmount_Frgn"
"3",2000-01-04,184440,19650,-89330,-8626
"4",2000-01-05,183970,19600,17119,0
"5",2000-01-06,174584,18600,14488,38
"6",2000-01-07,183032,19500,-31344,99826
"7",2000-01-10,186786,19900,-310,-65936
"8",2000-01-11,187725,20000,31806,-113726
"9",2000-01-12,183032,19500,-5736,-11761
"10",2000-01-13,183032,19500,69390,-95499
"11",2000-01-14,183032,19500,-23210,63130
"12",2000-01-17,183032,19500,-53315,63334
"13",2000-01-18,181154,19300,-103855,85107
"14",2000-01-19,168952,18000,5589,-22386
"15",2000-01-20,165198,17600,19993,-58403
"16",2000-01-21,163321,17400,-14303,-170
"17",2000-01-24,163321,17400,-15496,526
"18",2000-01-25,163321,17400,-12362,174
"19",2000-01-26,170830,18200,-2534,0
"20",2000-01-27,184440,19650,702,2735
"21",2000-01-28,184909,19700,-16419,-910
"22",2000-01-31,195234,20800,10539,-4061
"23",2000-02-01,193356,20600,-4232,-204
"24",2000-02-02,198988,21200,-5125,-21
"25",2000-02-03,197111,21000,-731,0
"26",2000-02-07,197111,21000,-41213,4994
"27",2000-02-08,192887,20550,-35069,84
"28",2000-02-09,190541,20300,-1504,0
"29",2000-02-10,174584,18600,-42592,0
"30",2000-02-11,178808,19050,-19991,8863
"31",2000-02-14,176461,18800,-45394,1131
"32",2000-02-15,177400,18900,-61,1236
"33",2000-02-16,182093,19400,-105474,401
"34",2000-02-17,197111,21000,10825,59565
"35",2000-02-18,190541,20300,11652,-2528
"36",2000-02-21,187725,20000,-1887,-786
"37",2000-02-22,178339,19000,-24920,-3717
"38",2000-02-23,201804,21500,-153927,104327
"39",2000-02-24,189602,20200,-33370,-180
"40",2000-02-25,185847,19800,-115551,0
"41",2000-02-28,178339,19000,-29185,4585
"42",2000-02-29,177400,18900,-13457,-34798
"43",2000-03-02,180216,19200,-13717,9317
"44",2000-03-03,175053,18650,-18559,-2832
"45",2000-03-06,194764,20750,36358,-597
"46",2000-03-07,187725,20000,-6482,-15085
"47",2000-03-08,190541,20300,-3837,-11120
"48",2000-03-09,184909,19700,-59350,6933
"49",2000-03-10,194295,20700,-36771,67161
"50",2000-03-13,196642,20950,-29179,2127
"51",2000-03-14,198988,21200,-11654,62715
"52",2000-03-15,189602,20200,-5338,-1302
"53",2000-03-16,182093,19400,9100,1774
"54",2000-03-17,190541,20300,944,-1554
"55",2000-03-20,190541,20300,-16502,62214
"56",2000-03-21,183970,19600,5287,-325
"57",2000-03-22,187725,20000,-131027,59847
"58",2000-03-23,183970,19600,-15567,0
"59",2000-03-24,184909,19700,2021,0
"60",2000-03-27,205559,21900,67025,-50182
"61",2000-03-28,195703,20850,6727,-3999
"62",2000-03-29,186786,19900,-5200,-1142
"63",2000-03-30,159097,16950,2653,1017
"64",2000-03-31,145487,15500,5062,27776
"65",2000-04-03,127653,13600,19877,3200
"66",2000-04-04,129530,13800,16417,-3429
"67",2000-04-06,131407,14000,1324,32591
"68",2000-04-07,130938,13950,-21991,34463
"69",2000-04-10,132346,14100,1985,5601
"70",2000-04-11,132815,14150,1023,31445
"71",2000-04-12,128591,13700,-10004,14740
"72",2000-04-14,133285,14200,-8400,29955
"73",2000-04-17,125776,13400,-5005,58510
"74",2000-04-18,122021,13000,-12644,-1449
"75",2000-04-19,121082,12900,40275,-37425
"76",2000-04-20,112635,12000,-857,-14347
"77",2000-04-21,109819,11700,-17811,-11722
"78",2000-04-24,107003,11400,-3374,0
"79",2000-04-25,106064,11300,3012,0
"80",2000-04-26,98555,10500,-45164,0
"81",2000-04-27,97617,10400,6644,-6173
"82",2000-04-28,99025,10550,-44675,2851
"83",2000-05-02,94801,10100,-43552,930
"84",2000-05-03,102310,10900,-16026,1298
"85",2000-05-04,96209,10250,-50394,202
"86",2000-05-08,94801,10100,-8584,-1973
"87",2000-05-09,91046,9700,6888,777
"88",2000-05-10,87292,9300,9974,-25183
"89",2000-05-12,84945,9050,20930,-1347
"90",2000-05-15,79783,8500,21842,-538
"91",2000-05-16,79783,8500,17765,-187
"92",2000-05-17,70397,7500,19206,-14838
"93",2000-05-18,73213,7800,-9371,11682
"94",2000-05-19,75090,8000,747,353
"95",2000-05-22,76967,8200,15934,408
"96",2000-05-23,80252,8550,17199,-7857
"97",2000-05-24,92267,9830,-45491,7105
"98",2000-05-25,96209,10250,-72897,-37022
"99",2000-05-26,84476,9000,-24459,31106
"100",2000-05-29,97148,10350,14467,-13876
"101",2000-05-30,90108,9600,-60024,-590
"102",2000-05-31,85415,9100,-53978,-29534
"103",2000-06-01,89920,9580,27329,-18925
"104",2000-06-02,92924,9900,1722,-2529
"105",2000-06-05,106534,11350,-26387,-324
"106",2000-06-07,104187,11100,-29880,-22723
"107",2000-06-08,93862,10000,-6657,-20727
"108",2000-06-09,94801,10100,64044,-58469
"109",2000-06-12,93675,9980,9872,-26801
"110",2000-06-13,89169,9500,27038,-41586
"111",2000-06-14,76498,8150,-37359,-12925
"112",2000-06-15,78844,8400,14153,-22404
"113",2000-06-16,79314,8450,7572,-23204
"114",2000-06-19,79783,8500,16816,-17202
"115",2000-06-20,91704,9770,9389,-17408
"116",2000-06-21,89169,9500,-125,-2088
"117",2000-06-22,90671,9660,18235,0
"118",2000-06-23,91046,9700,-2095,-1449
"119",2000-06-26,90296,9620,-17473,0
"120",2000-06-27,98555,10500,14173,5150
"121",2000-06-28,97148,10350,16580,-12572
"122",2000-06-29,94801,10100,442,-883
"123",2000-06-30,98555,10500,21056,-16884
"124",2000-07-03,98555,10500,40530,-65619
"125",2000-07-04,99963,10650,10814,5975
"126",2000-07-05,108880,11600,19896,0
"127",2000-07-06,113573,12100,6860,-1075
"128",2000-07-07,115920,12350,4013,-6350
"129",2000-07-10,123898,13200,10083,-16420
"130",2000-07-11,116389,12400,-4839,0
"131",2000-07-12,113573,12100,36740,0
"132",2000-07-13,112635,12000,15700,-9852
"133",2000-07-14,110288,11750,7883,-14183
"134",2000-07-18,103249,11000,26583,-18503
"135",2000-07-19,106064,11300,15079,-27116
"136",2000-07-20,107472,11450,33834,-10753
"137",2000-07-21,108880,11600,0,-11146
"138",2000-07-24,98555,10500,8525,0
"139",2000-07-25,99025,10550,9970,0
"140",2000-07-26,99025,10550,10814,0
"141",2000-07-27,95740,10200,20900,-13325
"142",2000-07-28,91985,9800,1902,0
"143",2000-07-31,92924,9900,-4976,3860
"144",2000-08-01,99025,10550,-2800,3268
"145",2000-08-02,98555,10500,-610,2783
"146",2000-08-03,99494,10600,-126,5391
"147",2000-08-04,98555,10500,1436,4798
"148",2000-08-07,93862,10000,-183,3296
"149",2000-08-08,93862,10000,-123,6215
"150",2000-08-09,100902,10750,1010,8421
"151",2000-08-10,104187,11100,4400,5114
"152",2000-08-11,107942,11500,10809,15047
"153",2000-08-14,111696,11900,3209,4235
"154",2000-08-16,111696,11900,4556,9779
"155",2000-08-17,108880,11600,6426,12262
"156",2000-08-18,110758,11800,10133,15546
"157",2000-08-21,107942,11500,4663,14956
"158",2000-08-22,110758,11800,5943,7524
"159",2000-08-23,108880,11600,5603,8080
"160",2000-08-24,108411,11550,79,1501
"161",2000-08-25,107472,11450,0,1748
"162",2000-08-28,109350,11650,5766,3242
"163",2000-08-29,112635,12000,17379,13367
"164",2000-08-30,112635,12000,6000,6251
"165",2000-08-31,112635,12000,24390,16358
"166",2000-09-01,113573,12100,3600,4968
"167",2000-09-04,113573,12100,9305,5489
"168",2000-09-05,113573,12100,7803,6817
"169",2000-09-06,119205,12700,9303,9190
"170",2000-09-07,121082,12900,2578,14061
"171",2000-09-08,126714,13500,10744,1274
"172",2000-09-14,129530,13800,-8147,129
"173",2000-09-15,122021,13000,14650,11356
"174",2000-09-18,106064,11300,16543,1389
"175",2000-09-19,107942,11500,9003,4159
"176",2000-09-20,110758,11800,3941,0
"177",2000-09-21,111696,11900,6726,0
"178",2000-09-22,107942,11500,9271,0
"179",2000-09-25,117328,12500,12160,0
"180",2000-09-26,116389,12400,39073,-31256
"181",2000-09-27,114981,12250,0,0
"182",2000-09-28,114043,12150,0,-1071
"183",2000-09-29,122021,13000,15118,-295
"184",2000-10-02,118267,12600,0,0
"185",2000-10-04,118267,12600,-1851,719
"186",2000-10-05,115920,12350,8725,-1331
"187",2000-10-06,113573,12100,5082,0
"188",2000-10-09,110758,11800,-16251,0
"189",2000-10-10,109819,11700,-213,0
"190",2000-10-11,103249,11000,20188,-15145
"191",2000-10-12,102310,10900,2447,-1529
"192",2000-10-13,112635,12000,480,0
