"","date","MarketCap","Adj_Price","NetBuyAmount_Inst","NetBuyAmount_Frgn"
"3",2000-01-04,27889,829,978,0
"4",2000-01-05,28798,856,9,0
"5",2000-01-06,27586,820,-1025,0
"6",2000-01-07,29647,881,5076,115
"7",2000-01-10,28647,852,2087,0
"8",2000-01-11,27859,828,9126,0
"9",2000-01-12,25828,768,-2064,0
"10",2000-01-13,26373,784,-1051,0
"11",2000-01-14,26980,802,6221,0
"12",2000-01-17,27950,831,-9,141
"13",2000-01-18,27889,829,-2007,28
"14",2000-01-19,28495,847,-6910,0
"15",2000-01-20,27283,811,1753,175
"16",2000-01-21,27131,807,-3619,0
"17",2000-01-24,29102,865,0,0
"18",2000-01-25,31224,928,-9121,0
"19",2000-01-26,31678,942,921,-14959
"20",2000-01-27,34255,1018,6,99
"21",2000-01-28,32436,964,-908,-11
"22",2000-01-31,31678,942,-127,5225
"23",2000-02-01,32436,964,-10,0
"24",2000-02-02,33042,982,1117,0
"25",2000-02-03,33194,987,0,-2120
"26",2000-02-07,31830,946,0,10
"27",2000-02-08,32436,964,-1000,2080
"28",2000-02-09,30163,897,0,0
"29",2000-02-10,30011,892,-50,0
"30",2000-02-11,26980,802,-2020,0
"31",2000-02-14,23948,712,-1271,0
"32",2000-02-15,23372,695,-38,23
"33",2000-02-16,22766,677,8,0
"34",2000-02-17,22220,661,-178,0
"35",2000-02-18,22978,683,-7481,0
"36",2000-02-21,20917,622,30,0
"37",2000-02-22,20886,621,14,0
"38",2000-02-23,22736,676,-157,0
"39",2000-02-24,21008,625,-34,0
"40",2000-02-25,21402,636,15,0
"41",2000-02-28,23645,703,-238,0
"42",2000-02-29,23918,711,-23,0
"43",2000-03-02,23342,694,-108,0
"44",2000-03-03,22190,660,-8,0
"45",2000-03-06,24797,737,-324,0
"46",2000-03-07,24524,729,-1972,0
"47",2000-03-08,24251,721,780,0
"48",2000-03-09,27586,820,-9935,-1763
"49",2000-03-10,26676,793,-1142,0
"50",2000-03-13,28798,856,-8844,0
"51",2000-03-14,27586,820,10099,0
"52",2000-03-15,27283,811,-358,-26
"53",2000-03-16,25191,749,18,0
"54",2000-03-17,24554,730,-8424,0
"55",2000-03-20,25130,747,8,0
"56",2000-03-21,23827,708,56,0
"57",2000-03-22,23948,712,-7,0
"58",2000-03-23,24100,716,-24,0
"59",2000-03-24,25130,747,9,0
"60",2000-03-27,25797,767,-628,0
"61",2000-03-28,24554,730,42,0
"62",2000-03-29,22736,676,20540,0
"63",2000-03-30,21584,642,-3687,734
"64",2000-03-31,22069,656,-2462,2291
"65",2000-04-03,21705,645,-3748,0
"66",2000-04-04,22129,658,-8,0
"67",2000-04-06,21978,653,29,1506
"68",2000-04-07,22554,670,22,761
"69",2000-04-10,23645,703,-7460,0
"70",2000-04-11,22645,673,-67,0
"71",2000-04-12,22857,679,-8,0
"72",2000-04-14,22008,654,0,0
"73",2000-04-17,20129,598,-151,2898
"74",2000-04-18,20735,616,0,0
"75",2000-04-19,20614,613,-9283,-3625
"76",2000-04-20,21220,631,-1226,0
"77",2000-04-21,21978,653,-4255,-35
"78",2000-04-24,21978,653,0,0
"79",2000-04-25,22372,665,0,0
"80",2000-04-26,21523,640,0,0
"81",2000-04-27,21371,635,0,43
"82",2000-04-28,20947,623,7,0
"83",2000-05-02,21159,629,0,-82
